"ecosystem","component","version","usage","complete","without_informix","license","evidence","source","decision","note"
"Cargo","foreign-types","0.5.0","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT/Apache-2.0","Cargo registry:foreign-types-0.5.0/Cargo.toml","https://crates.io/crates/foreign-types/0.5.0","PENDIENTE REVISION",""
"Cargo","form_urlencoded","1.2.2","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:form_urlencoded-1.2.2/Cargo.toml","https://crates.io/crates/form_urlencoded/1.2.2","PENDIENTE REVISION",""
"Cargo","futures-channel","0.3.34","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:futures-channel-0.3.34/Cargo.toml","https://crates.io/crates/futures-channel/0.3.34","PENDIENTE REVISION",""
"Cargo","futures-core","0.3.34","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:futures-core-0.3.34/Cargo.toml","https://crates.io/crates/futures-core/0.3.34","PENDIENTE REVISION",""
"Cargo","futures-executor","0.3.34","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:futures-executor-0.3.34/Cargo.toml","https://crates.io/crates/futures-executor/0.3.34","PENDIENTE REVISION",""
"Cargo","futures-io","0.3.34","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:futures-io-0.3.34/Cargo.toml","https://crates.io/crates/futures-io/0.3.34","PENDIENTE REVISION",""
"Cargo","futures-macro","0.3.34","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:futures-macro-0.3.34/Cargo.toml","https://crates.io/crates/futures-macro/0.3.34","PENDIENTE REVISION",""
"Cargo","futures-sink","0.3.34","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:futures-sink-0.3.34/Cargo.toml","https://crates.io/crates/futures-sink/0.3.34","PENDIENTE REVISION",""
"Cargo","futures-task","0.3.34","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:futures-task-0.3.34/Cargo.toml","https://crates.io/crates/futures-task/0.3.34","PENDIENTE REVISION",""
"Cargo","futures-util","0.3.34","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:futures-util-0.3.34/Cargo.toml","https://crates.io/crates/futures-util/0.3.34","PENDIENTE REVISION",""
"Cargo","gdk-pixbuf-sys","0.18.0","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT","Cargo registry:gdk-pixbuf-sys-0.18.0/Cargo.toml","https://crates.io/crates/gdk-pixbuf-sys/0.18.0","PENDIENTE REVISION",""
"Cargo","gdk-pixbuf","0.18.5","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT","Cargo registry:gdk-pixbuf-0.18.5/Cargo.toml","https://crates.io/crates/gdk-pixbuf/0.18.5","PENDIENTE REVISION",""
"Cargo","gdk-sys","0.18.2","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT","Cargo registry:gdk-sys-0.18.2/Cargo.toml","https://crates.io/crates/gdk-sys/0.18.2","PENDIENTE REVISION",""
"Cargo","gdk","0.18.2","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT","Cargo registry:gdk-0.18.2/Cargo.toml","https://crates.io/crates/gdk/0.18.2","PENDIENTE REVISION",""
"Cargo","gdkwayland-sys","0.18.2","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT","Cargo registry:gdkwayland-sys-0.18.2/Cargo.toml","https://crates.io/crates/gdkwayland-sys/0.18.2","PENDIENTE REVISION",""
"Cargo","gdkx11-sys","0.18.2","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT","Cargo registry:gdkx11-sys-0.18.2/Cargo.toml","https://crates.io/crates/gdkx11-sys/0.18.2","PENDIENTE REVISION",""
"Cargo","gdkx11","0.18.2","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT","Cargo registry:gdkx11-0.18.2/Cargo.toml","https://crates.io/crates/gdkx11/0.18.2","PENDIENTE REVISION",""
"Cargo","generic-array","0.14.7","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT","Cargo registry:generic-array-0.14.7/Cargo.toml","https://crates.io/crates/generic-array/0.14.7","PENDIENTE REVISION",""
"Cargo","getrandom","0.2.17","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:getrandom-0.2.17/Cargo.toml","https://crates.io/crates/getrandom/0.2.17","PENDIENTE REVISION",""
"Cargo","getrandom","0.3.4","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:getrandom-0.3.4/Cargo.toml","https://crates.io/crates/getrandom/0.3.4","PENDIENTE REVISION",""
"Cargo","getrandom","0.4.3","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:getrandom-0.4.3/Cargo.toml","https://crates.io/crates/getrandom/0.4.3","PENDIENTE REVISION",""
"Cargo","gio-sys","0.18.1","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT","Cargo registry:gio-sys-0.18.1/Cargo.toml","https://crates.io/crates/gio-sys/0.18.1","PENDIENTE REVISION",""
"Cargo","gio","0.18.4","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT","Cargo registry:gio-0.18.4/Cargo.toml","https://crates.io/crates/gio/0.18.4","PENDIENTE REVISION",""
"Cargo","glib-macros","0.18.5","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT","Cargo registry:glib-macros-0.18.5/Cargo.toml","https://crates.io/crates/glib-macros/0.18.5","PENDIENTE REVISION",""
"Cargo","glib-sys","0.18.1","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT","Cargo registry:glib-sys-0.18.1/Cargo.toml","https://crates.io/crates/glib-sys/0.18.1","PENDIENTE REVISION",""
"Cargo","glib","0.18.5","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT","Cargo registry:glib-0.18.5/Cargo.toml","https://crates.io/crates/glib/0.18.5","PENDIENTE REVISION",""
"Cargo","glob","0.3.4","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:glob-0.3.4/Cargo.toml","https://crates.io/crates/glob/0.3.4","PENDIENTE REVISION",""
"Cargo","gobject-sys","0.18.0","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT","Cargo registry:gobject-sys-0.18.0/Cargo.toml","https://crates.io/crates/gobject-sys/0.18.0","PENDIENTE REVISION",""
"Cargo","gtk-sys","0.18.2","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT","Cargo registry:gtk-sys-0.18.2/Cargo.toml","https://crates.io/crates/gtk-sys/0.18.2","PENDIENTE REVISION",""
"Cargo","gtk","0.18.2","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT","Cargo registry:gtk-0.18.2/Cargo.toml","https://crates.io/crates/gtk/0.18.2","PENDIENTE REVISION",""
"Cargo","gtk3-macros","0.18.2","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT","Cargo registry:gtk3-macros-0.18.2/Cargo.toml","https://crates.io/crates/gtk3-macros/0.18.2","PENDIENTE REVISION",""
"Cargo","hashbrown","0.12.3","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:hashbrown-0.12.3/Cargo.toml","https://crates.io/crates/hashbrown/0.12.3","PENDIENTE REVISION",""
"Cargo","hashbrown","0.17.1","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:hashbrown-0.17.1/Cargo.toml","https://crates.io/crates/hashbrown/0.17.1","PENDIENTE REVISION",""
"Cargo","heck","0.4.1","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:heck-0.4.1/Cargo.toml","https://crates.io/crates/heck/0.4.1","PENDIENTE REVISION",""
"Cargo","heck","0.5.0","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:heck-0.5.0/Cargo.toml","https://crates.io/crates/heck/0.5.0","PENDIENTE REVISION",""
"Cargo","hex","0.4.3","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:hex-0.4.3/Cargo.toml","https://crates.io/crates/hex/0.4.3","PENDIENTE REVISION",""
"Cargo","html5ever","0.38.0","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:html5ever-0.38.0/Cargo.toml","https://crates.io/crates/html5ever/0.38.0","PENDIENTE REVISION",""
"Cargo","http-body-util","0.1.4","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT","Cargo registry:http-body-util-0.1.4/Cargo.toml","https://crates.io/crates/http-body-util/0.1.4","PENDIENTE REVISION",""
"Cargo","http-body","1.1.0","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT","Cargo registry:http-body-1.1.0/Cargo.toml","https://crates.io/crates/http-body/1.1.0","PENDIENTE REVISION",""
"Cargo","http","1.5.0","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:http-1.5.0/Cargo.toml","https://crates.io/crates/http/1.5.0","PENDIENTE REVISION",""
"Cargo","httparse","1.10.1","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:httparse-1.10.1/Cargo.toml","https://crates.io/crates/httparse/1.10.1","PENDIENTE REVISION",""
"Cargo","hyper-rustls","0.27.9","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","Apache-2.0 OR ISC OR MIT","Cargo registry:hyper-rustls-0.27.9/Cargo.toml","https://crates.io/crates/hyper-rustls/0.27.9","PENDIENTE REVISION",""
"Cargo","hyper-util","0.1.20","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT","Cargo registry:hyper-util-0.1.20/Cargo.toml","https://crates.io/crates/hyper-util/0.1.20","PENDIENTE REVISION",""
"Cargo","hyper","1.11.0","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT","Cargo registry:hyper-1.11.0/Cargo.toml","https://crates.io/crates/hyper/1.11.0","PENDIENTE REVISION",""
"Cargo","iana-time-zone-haiku","0.1.2","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:iana-time-zone-haiku-0.1.2/Cargo.toml","https://crates.io/crates/iana-time-zone-haiku/0.1.2","PENDIENTE REVISION",""
"Cargo","iana-time-zone","0.1.65","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:iana-time-zone-0.1.65/Cargo.toml","https://crates.io/crates/iana-time-zone/0.1.65","PENDIENTE REVISION",""
"Cargo","ico","0.5.0","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT","Cargo registry:ico-0.5.0/Cargo.toml","https://crates.io/crates/ico/0.5.0","PENDIENTE REVISION",""
"Cargo","icu_collections","2.2.0","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","Unicode-3.0","Cargo registry:icu_collections-2.2.0/Cargo.toml","https://crates.io/crates/icu_collections/2.2.0","PENDIENTE REVISION",""
"Cargo","icu_locale_core","2.2.0","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","Unicode-3.0","Cargo registry:icu_locale_core-2.2.0/Cargo.toml","https://crates.io/crates/icu_locale_core/2.2.0","PENDIENTE REVISION",""
"Cargo","icu_normalizer_data","2.2.0","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","Unicode-3.0","Cargo registry:icu_normalizer_data-2.2.0/Cargo.toml","https://crates.io/crates/icu_normalizer_data/2.2.0","PENDIENTE REVISION",""
"Cargo","icu_normalizer","2.2.0","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","Unicode-3.0","Cargo registry:icu_normalizer-2.2.0/Cargo.toml","https://crates.io/crates/icu_normalizer/2.2.0","PENDIENTE REVISION",""
"Cargo","icu_properties_data","2.2.0","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","Unicode-3.0","Cargo registry:icu_properties_data-2.2.0/Cargo.toml","https://crates.io/crates/icu_properties_data/2.2.0","PENDIENTE REVISION",""
"Cargo","icu_properties","2.2.0","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","Unicode-3.0","Cargo registry:icu_properties-2.2.0/Cargo.toml","https://crates.io/crates/icu_properties/2.2.0","PENDIENTE REVISION",""
"Cargo","icu_provider","2.2.0","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","Unicode-3.0","Cargo registry:icu_provider-2.2.0/Cargo.toml","https://crates.io/crates/icu_provider/2.2.0","PENDIENTE REVISION",""
"Cargo","ident_case","1.0.1","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT/Apache-2.0","Cargo registry:ident_case-1.0.1/Cargo.toml","https://crates.io/crates/ident_case/1.0.1","PENDIENTE REVISION",""
"Cargo","idna_adapter","1.2.2","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","Apache-2.0 OR MIT","Cargo registry:idna_adapter-1.2.2/Cargo.toml","https://crates.io/crates/idna_adapter/1.2.2","PENDIENTE REVISION",""
"Cargo","idna","1.1.0","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:idna-1.1.0/Cargo.toml","https://crates.io/crates/idna/1.1.0","PENDIENTE REVISION",""
"Cargo","indexmap","1.9.3","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","Apache-2.0 OR MIT","Cargo registry:indexmap-1.9.3/Cargo.toml","https://crates.io/crates/indexmap/1.9.3","PENDIENTE REVISION",""
